cuisine,id,salt,onions,olive_oil,water,garlic,sugar,garlic_cloves,butter,ground_black_pepper,all-purpose_flour,pepper,vegetable_oil,eggs,soy_sauce,kosher_salt,green_onions,tomatoes,large_eggs,carrots,unsalted_butter
italian,26390.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
southern_us,36506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
french,16059.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
greek,33451.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
korean,13785.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
southern_us,41503.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
thai,41375.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
italian,20848.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,37450.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,41312.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
italian,11917.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
mexican,10563.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
chinese,25664.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
italian,16353.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,36370.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
japanese,19850.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
mexican,44482.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,11230.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thai,40954.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
southern_us,15818.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,44404.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
british,6719.0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
indian,3448.0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
british,48457.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
cajun_creole,39236.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,41216.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,30295.0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
french,2266.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,617.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
mexican,49351.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,5171.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
mexican,43096.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
chinese,410.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
russian,38697.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,11870.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
southern_us,10802.0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
indian,27730.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
irish,48474.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
vietnamese,38425.0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
italian,21371.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
french,46548.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
italian,40513.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,730.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thai,2603.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
thai,7267.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
jamaican,4406.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,46642.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
italian,47630.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
italian,9064.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
greek,32679.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
filipino,22477.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
indian,42117.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,7713.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
mexican,32825.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mexican,29417.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,33807.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
french,7764.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
greek,16214.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
indian,11631.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,25295.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
japanese,24760.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
chinese,49236.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,17438.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,4762.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,15045.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,17163.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cajun_creole,43890.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
vietnamese,29741.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
japanese,30923.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,49563.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,43561.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,25024.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,43472.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
mexican,349.0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
southern_us,34771.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
italian,19105.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
chinese,20396.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
greek,10816.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,17284.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
italian,13435.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
southern_us,41680.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,43244.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,22308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,4354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
korean,24083.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,261.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
moroccan,43048.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chinese,9753.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
italian,46932.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,33910.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mexican,21289.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
italian,40366.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
spanish,40582.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
british,33709.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,29404.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
japanese,10009.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
indian,44287.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
mexican,32102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,8407.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
thai,24649.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
indian,15240.0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
italian,33822.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
spanish,8025.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
french,9129.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
italian,23228.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,12308.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
mexican,40270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,33905.0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
british,39379.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
indian,24913.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
southern_us,10908.0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
italian,6116.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spanish,16640.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
mexican,3777.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
southern_us,40898.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
cajun_creole,30290.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
indian,448.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vietnamese,4822.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,46783.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chinese,15495.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
italian,29539.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
irish,15368.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,9145.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
korean,32531.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
italian,21338.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
british,38322.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
spanish,38689.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,11214.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,13229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,16639.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
filipino,34119.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,34416.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
italian,829.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
greek,22990.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
mexican,5463.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
french,32692.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,18984.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
french,31876.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
japanese,5254.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
french,40728.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
mexican,6411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
filipino,4871.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brazilian,44371.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
chinese,13450.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mexican,49311.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mexican,42858.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,17855.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
southern_us,15100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,17806.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
italian,28340.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
british,38406.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,40089.0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
french,35054.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
indian,23770.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mexican,46811.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,2190.0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
korean,21360.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,29990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thai,25298.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
thai,32033.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,48729.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
mexican,1266.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,36475.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
greek,2871.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
japanese,20547.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jamaican,46744.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
russian,49219.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
irish,9755.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
southern_us,4370.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
chinese,14009.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
mexican,32444.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,7336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,10339.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
mexican,22188.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
cajun_creole,580.0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
mexican,21747.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
japanese,27913.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mexican,36787.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
italian,31787.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
indian,15535.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,45462.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
russian,12500.0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
french,26215.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
greek,29857.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mexican,37321.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,8181.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
french,36261.0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
thai,17439.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,25005.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,32732.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
chinese,1700.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
french,39673.0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
southern_us,1708.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
mexican,27202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,1741.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,13365.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jamaican,16019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
greek,47191.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,45904.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,2655.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,13592.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
mexican,21119.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
italian,28231.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,7696.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
chinese,2230.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
brazilian,19323.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
chinese,10008.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
italian,32115.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,29418.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
italian,10301.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
italian,20690.0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
southern_us,417.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
southern_us,11527.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
russian,24544.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moroccan,5447.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,18250.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,24378.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
french,30632.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,16649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,45932.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,6864.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
southern_us,20003.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cajun_creole,43217.0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
southern_us,14801.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
thai,7570.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
french,7780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
thai,39925.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
italian,15547.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vietnamese,12475.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
british,27602.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
brazilian,32186.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,26908.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
mexican,17306.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
spanish,42504.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
italian,47045.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
southern_us,1342.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
vietnamese,15085.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,37060.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
chinese,29162.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,42941.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
italian,2958.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thai,27425.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
italian,31533.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
irish,48167.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
southern_us,35328.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vietnamese,26822.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
italian,45476.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,46210.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
indian,17453.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,47754.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,37821.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,8381.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
french,38602.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,20838.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
southern_us,10342.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
southern_us,22851.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
greek,20856.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
chinese,1468.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,38174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brazilian,33436.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
chinese,26348.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
thai,35256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
british,10364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,2788.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
southern_us,29059.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,37735.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
spanish,33574.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
greek,3837.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,595.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
italian,35183.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,42358.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
italian,40584.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,14086.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
italian,17216.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,42606.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,45176.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
french,9552.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,7717.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,32069.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
jamaican,18737.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
italian,9916.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
indian,2417.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
japanese,35015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spanish,1755.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
french,5762.0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
